,id,retweet_count,favorite_count
603,796865951799083009,2142,8387
604,796759840936919040,3456,12982
605,796563435802726400,8269,0
606,796484825502875648,1990,8294
607,796387464403357696,4700,12059
608,796177847564038144,16164,0
609,796149749086875649,16164,35415
610,796125600683540480,2015,5413
611,796116448414461957,2734,9930
612,796080075804475393,2613,9240
613,796031486298386433,4170,11813
614,795464331001561088,26899,54543
615,795400264262053889,3236,11047
616,795076730285391872,6121,17762
617,794983741416415232,3810,0
618,794926597468000259,2614,11241
619,794355576146903043,11628,0
620,794332329137291264,2986,10448
621,794205286408003585,3752,10074
622,793962221541933056,5532,18437
623,793845145112371200,2118,10067
624,793614319594401792,3528,0
625,793601777308463104,1847,8718
626,793500921481273345,2690,11703
627,793286476301799424,10378,26950
628,793271401113350145,2661,9440
629,793256262322548741,9401,21857
630,793241302385262592,3706,11528
631,793226087023144960,3227,10760
632,793210959003287553,3182,9769
633,793195938047070209,6339,16712
634,793180763617361921,2239,7566
635,793165685325201412,3142,10279
636,793150605191548928,1930,6749
637,793135492858580992,2801,7056
638,793120401413079041,4397,13875
639,792913359805018113,4539,15708
640,792883833364439040,4823,12377
641,792773781206999040,1897,8032
642,792394556390137856,4843,14770
643,792050063153438720,2027,7859
644,791821351946420224,23726,0
645,791784077045166082,10912,0
646,791780927877898241,4284,0
647,791774931465953280,25089,49337
648,791672322847637504,3528,12848
649,791406955684368384,4637,14371
650,791312159183634433,2863,9617
651,791026214425268224,4662,0
652,790987426131050500,2412,10835
653,790946055508652032,5308,18177
654,790723298204217344,2617,0
655,790698755171364864,2149,8980
656,790581949425475584,8077,22630
657,790337589677002753,2106,8559
658,790277117346975746,3627,13738
659,790227638568808452,4044,0
660,789986466051088384,2617,10135
661,789960241177853952,4691,0
662,789903600034189313,4670,11382
663,789628658055020548,2008,8250
664,789599242079838210,2180,7427
665,789530877013393408,3810,12864
666,789314372632018944,2600,9417
667,789280767834746880,5589,0
668,789268448748703744,2922,9974
669,789137962068021249,3148,10623
670,788908386943430656,13988,29959
671,788765914992902144,11628,30002
672,788552643979468800,8153,0
673,788412144018661376,5980,17065
674,788178268662984705,2398,7911
675,788150585577050112,1469,6727
676,788070120937619456,3846,0
677,788039637453406209,1493,6710
678,787810552592695296,3438,9488
679,787717603741622272,3133,11165
680,787397959788929025,3192,11851
681,787322443945877504,1971,8526
682,787111942498508800,7556,0
683,786963064373534720,9032,29047
684,786729988674449408,2732,0
685,786709082849828864,6856,19883
686,786664955043049472,2897,11675
687,786595970293370880,3499,10278
688,786363235746385920,3952,11925
689,786286427768250368,3235,8726
690,786233965241827333,5397,16756
691,786051337297522688,174,1573
692,786036967502913536,7965,0
693,785927819176054784,3554,12431
694,785872687017132033,2062,7303
695,785639753186217984,2493,8536
696,785533386513321988,2268,9968
697,785515384317313025,1426,6662
698,785264754247995392,1849,7945
699,785170936622350336,5485,13224
700,784826020293709826,3627,11091
701,784517518371221505,2860,9806
702,784431430411685888,1443,6206
703,784183165795655680,9095,21980
704,784057939640352768,12590,32660
705,783839966405230592,12186,32859
706,783821107061198850,2216,8040
707,783695101801398276,3620,11391
708,783466772167098368,2538,9246
709,783391753726550016,6210,18458
710,783347506784731136,6321,0
711,783334639985389568,13194,31937
712,783085703974514689,2494,8889
713,782969140009107456,8280,26359
714,782747134529531904,1567,8143
715,782722598790725632,6053,18833
716,782598640137187329,2116,8507
717,782305867769217024,6258,18202
718,782021823840026624,7020,0
719,781955203444699136,3784,12099
720,781661882474196992,3045,11393
721,781655249211752448,1256,4362
722,781524693396357120,6217,22632
723,781308096455073793,2863,7780
724,781251288990355457,2365,9212
725,781163403222056960,3064,10650
726,780931614150983680,8269,23597
727,780858289093574656,2241,7832
728,780800785462489090,1459,6014
729,780601303617732608,3741,13188
730,780543529827336192,1953,6873
731,780496263422808064,4178,0
732,780476555013349377,133,0
733,780459368902959104,1193,5761
734,780192070812196864,2520,9501
735,780092040432480260,2581,0
736,780074436359819264,5614,13369
737,779834332596887552,7965,20755
738,779377524342161408,3503,9629
739,779124354206535695,20668,0
740,779123168116150273,4092,12863
741,779056095788752897,5082,16130
742,778990705243029504,8183,21816
743,778774459159379968,11184,0
744,778764940568104960,410,933
745,778748913645780993,1501,7521
746,778650543019483137,1680,6295
747,778624900596654080,1137,5061
748,778408200802557953,4881,14854
749,778396591732486144,13746,0
750,778383385161035776,1231,6367
751,778286810187399168,3715,11302
752,778039087836069888,2964,9223
753,778027034220126208,1825,7140
754,777953400541634568,3955,0
755,777885040357281792,1842,6912
756,777684233540206592,3296,12233
757,777641927919427584,4783,0
758,777621514455814149,2798,9531
759,777189768882946048,4845,15583
760,776819012571455488,15377,0
761,776813020089548800,1357,5313
762,776477788987613185,3147,9653
763,776249906839351296,10288,0
764,776218204058357768,17919,32658
765,776201521193218049,2823,10445
766,776113305656188928,4889,12790
767,776088319444877312,171,1999
768,775898661951791106,17339,0
769,775842724423557120,3009,12739
770,775733305207554048,4489,15061
771,775729183532220416,5131,14054
772,775364825476165632,3349,8091
773,775350846108426240,4392,11048
774,775085132600442880,5302,16920
775,774757898236878852,1977,9283
776,774639387460112384,1950,7302
777,774314403806253056,6259,23659
778,773985732834758656,4350,11683
779,773922284943896577,1933,6940
780,773704687002451968,1834,7162
781,773670353721753600,1450,5785
782,773547596996571136,6912,23978
783,773336787167145985,5716,0
784,773308824254029826,8372,25240
785,773247561583001600,3585,10191
786,773191612633579521,4597,10857
787,772877495989305348,4353,9333
788,772826264096874500,2602,8669
789,772615324260794368,3767,0
790,772581559778025472,1897,7029
791,772193107915964416,1550,6525
792,772152991789019136,1259,4097
793,772117678702071809,818,4069
794,772114945936949249,527,2937
795,772102971039580160,1034,4349
796,771908950375665664,2117,7134
797,771770456517009408,3799,13045
798,771500966810099713,2928,8971
799,771380798096281600,5716,11445
800,771171053431250945,8447,0
801,771136648247640064,3262,9976
802,771102124360998913,1605,6743
803,771014301343748096,1847,7461
804,771004394259247104,246,0
805,770787852854652928,1367,5380
806,770772759874076672,1580,5630
807,770743923962707968,50882,0
808,770655142660169732,1949,7950
809,770414278348247044,2305,6832
810,770293558247038976,1664,6760
811,770093767776997377,3394,0
812,770069151037685760,2571,8226
813,769940425801170949,10787,34161
814,769695466921623552,1860,6938
815,769335591808995329,8579,0
816,769212283578875904,1916,5860
817,768970937022709760,7314,15641
818,768909767477751808,3024,0
819,768855141948723200,1002,4557
820,768609597686943744,1348,4472
821,768596291618299904,1424,5459
822,768554158521745409,6505,0
823,768473857036525572,3828,14756
824,768193404517830656,3955,11834
825,767884188863397888,1573,5162
826,767754930266464257,6025,17402
827,767500508068192258,2603,8119
828,767191397493538821,4266,13319
829,767122157629476866,3178,10964
830,766864461642756096,6320,0
831,766793450729734144,1518,5512
832,766714921925144576,428,2811
833,766693177336135680,881,4377
834,766423258543644672,1774,6534
835,766313316352462849,2105,7345
836,766078092750233600,2887,0
837,766069199026450432,974,4643
838,766008592277377025,554,4046
839,765719909049503744,2400,7834
840,765669560888528897,1360,5624
841,765395769549590528,3775,28559
842,765371061932261376,2401,7683
843,765222098633691136,3767,12601
844,764857477905154048,1966,6944
845,764259802650378240,1695,6565
846,763956972077010945,59,796
847,763837565564780549,4662,13687
848,763183847194451968,1652,5872
849,763167063695355904,3374,0
850,763103485927849985,2532,7966
851,762699858130116608,4044,13200
852,762471784394268675,7267,12245
853,762464539388485633,4691,11218
854,762316489655476224,1256,5225
855,762035686371364864,17395,34655
856,761976711479193600,2247,5857
857,761750502866649088,4393,0
858,761745352076779520,951,4609
859,761672994376806400,32347,53636
860,761599872357261312,1308,4473
861,761371037149827077,19924,0
862,761334018830917632,1610,5649
863,761292947749015552,1228,4832
864,761227390836215808,1720,5765
865,761004547850530816,3846,12201
866,760893934457552897,1077,4134
867,760656994973933572,2138,7150
868,760641137271070720,1436,5361
869,760539183865880579,4036,8206
870,760521673607086080,1553,4576
871,760290219849637889,12768,28991
872,760252756032651264,958,4261
873,760190180481531904,2012,6179
874,760153949710192640,37,0
875,759943073749200896,2322,6432
876,759923798737051648,6320,15900
877,759846353224826880,2207,7268
878,759793422261743616,2120,6460
879,759566828574212096,23540,0
880,759557299618865152,1304,5083
881,759447681597108224,2732,9212
882,759446261539934208,545,1810
883,759197388317847553,2157,6557
884,759159934323924993,1304,0
885,759099523532779520,4656,15736
886,759047813560868866,2239,7052
887,758854675097526272,993,3836
888,758828659922702336,4245,12089
889,758740312047005698,1775,6188
890,758474966123810816,1098,4130
891,758467244762497024,2469,5198
892,758405701903519748,2132,5621
893,758355060040593408,1205,3711
894,758099635764359168,11184,20792
895,758041019896193024,421,2932
896,757741869644341248,3602,7447
897,757729163776290825,9029,0
898,757725642876129280,1355,4910
899,757611664640446465,1238,4922
900,757597904299253760,322,0
901,757596066325864448,1176,4707
902,757400162377592832,7563,16390
903,757393109802180609,1935,6310
904,757354760399941633,1583,4882
905,756998049151549440,2206,6770
906,756939218950160384,2225,7184
907,756651752796094464,1468,5484
908,756526248105566208,4020,11253
909,756303284449767430,1198,4269
910,756288534030475264,19385,45951
911,756275833623502848,1698,6959
912,755955933503782912,3194,7933
913,755206590534418437,5958,17786
914,755110668769038337,12283,22925
915,754874841593970688,8904,0
916,754856583969079297,2790,7425
917,754747087846248448,578,2785
918,754482103782404096,2154,5728
919,754449512966619136,816,4055
920,754120377874386944,2583,8466
921,754011816964026368,3988,9507
922,753655901052166144,2421,6320
923,753420520834629632,3953,8551
924,753398408988139520,2120,6248
925,753375668877008896,2581,8222
926,753298634498793472,6402,0
927,753294487569522689,1155,3679
928,753039830821511168,23231,40105
929,753026973505581056,1079,4205
930,752932432744185856,7556,13643
931,752917284578922496,1739,7424
932,752701944171524096,3191,0
933,752682090207055872,1786,6485
934,752660715232722944,1744,4766
935,752568224206688256,2533,5997
936,752519690950500352,3807,7963
937,752334515931054080,1222,4126
938,752309394570878976,18475,0
939,752173152931807232,2050,6426
940,751950017322246144,1030,3328
941,751937170840121344,1485,5632
942,751830394383790080,2166,6262
943,751793661361422336,3234,6328
